icao,iata,name,city,country,latitude,longitude,timezone
CYCC,YCC,Cornwall Regional Airport,Cornwall,CA,45.0928001404,-74.5633010864,America/Toronto
CYCD,YCD,Nanaimo Airport,Nanaimo,CA,49.0522994995,-123.8700027466,America/Vancouver
CYCE,YCE,James T. Field Memorial Aerodrome,Centralia,CA,43.2855987549,-81.5083007813,America/Toronto
CYCG,YCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA,49.2963981628,-117.632003784,America/Vancouver
CYCH,YCH,Miramichi Airport,Miramichi,CA,47.0078010559,-65.4492034912,America/Moncton
CYCK,XCM,Chatham Kent Airport,Chatham-Kent,CA,42.3064002991,-82.0819015503,America/Toronto
CYCL,YCL,Charlo Airport,Charlo,CA,47.9907989502,-66.3302993774,America/Moncton
CYCN,YCN,Cochrane Airport,Cochrane,CA,49.1055984497,-81.0136032104,America/Toronto
CYCO,YCO,Kugluktuk Airport,Kugluktuk,CA,67.8167037964,-115.143997192,America/Cambridge_Bay
CYCQ,YCQ,Chetwynd Airport,Chetwynd,CA,55.6871986389,-121.6269989014,America/Dawson_Creek
CYCR,YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA,54.6105995178,-97.7608032227,America/Winnipeg
CYCS,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,CA,63.3469009399,-90.7311019897,America/Rankin_Inlet
CYCT,YCT,Coronation Airport,Coronation,CA,52.0750007629,-111.4449996948,America/Edmonton
CYCW,YCW,Chilliwack Airport,Chilliwack,CA,49.1528015137,-121.9390029907,America/Vancouver
CYCY,YCY,Clyde River Airport,Clyde River,CA,70.4860992432,-68.5167007446,America/Iqaluit
CYCZ,YCZ,Fairmont Hot Springs Airport,Fairmont Hot Springs,CA,50.3302993774,-115.873001099,America/Edmonton
CYDA,YDA,Dawson City Airport,Dawson City,CA,64.0430984497,-139.1280059814,America/Dawson
CYDB,YDB,Burwash Airport,Burwash,CA,61.3711013794,-139.0410003662,America/Dawson
CYDC,YDC,Princeton Airport,Town of Princeton,CA,49.4681015015,-120.511001587,America/Vancouver
CYDF,YDF,Deer Lake Airport,Deer Lake,CA,49.2108001709,-57.3913993835,America/St_Johns
CYDL,YDL,Dease Lake Airport,Dease Lake,CA,58.4221992493,-130.0319976807,America/Vancouver
CYDM,YDM,Ross River Airport,Ross River,CA,61.9706001282,-132.4230041504,America/Whitehorse
CYDN,YDN,Dauphin Barker Airport,Dauphin,CA,51.1007995605,-100.0520019531,America/Winnipeg
CYDO,YDO,Dolbeau St Felicien Airport,Dolbeau-St-Felicien,CA,48.7784996033,-72.375,America/Toronto
CYDP,YDP,Nain Airport,Nain,CA,56.5491981506,-61.6803016663,America/Goose_Bay
CYDQ,YDQ,Dawson Creek Airport,Dawson Creek,CA,55.7422981262,-120.1829986572,America/Dawson_Creek
CYEE,YEE,Huronia Airport,Midland,CA,44.6833000183,-79.9282989502,America/Toronto
CYEG,YEG,Edmonton International Airport,Edmonton,CA,53.3097000122,-113.580001831,America/Edmonton
CYEK,YEK,Arviat Airport,Arviat,CA,61.0942001343,-94.0708007812,America/Rankin_Inlet
CYEL,YEL,Elliot Lake Municipal Airport,Elliot Lake,CA,46.351398468,-82.5614013672,America/Toronto
CYEM,YEM,Manitoulin East Municipal Airport,Manitowaning,CA,45.8428001404,-81.8581008911,America/Toronto
CYEN,YEN,Estevan Airport,Estevan,CA,49.2103004456,-102.966003418,America/Regina
CYER,YER,Fort Severn Airport,Fort Severn,CA,56.018901825,-87.6761016846,America/Toronto
CYET,YET,Edson Airport,Edson,CA,53.5788993835,-116.464996338,America/Edmonton
CYEU,YEU,Eureka Airport,Eureka,CA,79.9946975708,-85.814201355,America/Atikokan
CYEV,YEV,Inuvik Mike Zubko Airport,Inuvik,CA,68.3041992188,-133.483001709,America/Inuvik
CYEY,YEY,Amos Magny Airport,Amos,CA,48.5638999939,-78.2497024536,America/Toronto
CYFA,YFA,Fort Albany Airport,Fort Albany,CA,52.2014007568,-81.6968994141,America/Toronto
CYFB,YFB,Iqaluit Airport,Iqaluit,CA,63.756401062,-68.5558013916,America/Iqaluit
CYFC,YFC,Fredericton Airport,Fredericton,CA,45.8689002991,-66.5372009277,America/Moncton
CYFD,YFD,Brantford Municipal Airport,Brantford,CA,43.131401062,-80.3424987793,America/Toronto
CYFE,YFE,Forestville Airport,Forestville,CA,48.7461013794,-69.0971984863,America/Toronto
CYFH,YFH,Fort Hope Airport,Fort Hope,CA,51.5619010925,-87.9077987671,America/Toronto
CYFJ,YTM,La Macaza / Mont-Tremblant International Inc Airport,Riviere Rouge,CA,46.4094009399,-74.7799987793,America/Toronto
CYFO,YFO,Flin Flon Airport,Flin Flon,CA,54.6781005859,-101.6819992065,America/Winnipeg
CYFR,YFR,Fort Resolution Airport,Fort Resolution,CA,61.1808013916,-113.690002441,America/Edmonton
CYFS,YFS,Fort Simpson Airport,Fort Simpson,CA,61.7602005005,-121.2369995117,America/Inuvik
CYFT,YMN,Makkovik Airport,Makkovik,CA,55.0769004822,-59.1864013672,America/Goose_Bay
CYGB,YGB,Texada Gillies Bay Airport,Texada,CA,49.6941986084,-124.5179977417,America/Vancouver
CYGD,YGD,Goderich Airport,Goderich,CA,43.7668991089,-81.7106018066,America/Toronto
CYGE,YGE,Golden Airport,Golden,CA,51.2991981506,-116.9820022583,America/Edmonton
CYGH,YGH,Fort Good Hope Airport,Fort Good Hope,CA,66.2407989502,-128.6510009766,America/Inuvik
CYGK,YGK,Kingston Norman Rogers Airport,Kingston,CA,44.2252998352,-76.5969009399,America/Toronto
CYGL,YGL,La Grande Riviere Airport,La Grande Riviere,CA,53.6253013611,-77.7042007446,America/Toronto
CYGM,YGM,Gimli Industrial Park Airport,Gimli,CA,50.6281013489,-97.043296814,America/Winnipeg
CYGO,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,CA,54.5588989258,-94.4914016724,America/Winnipeg
CYGP,YGP,Gaspe (Michel-Pouliot) Airport,Gaspe,CA,48.7752990723,-64.4785995483,America/Toronto
CYGQ,YGQ,Geraldton Greenstone Regional Airport,Geraldton,CA,49.778301239,-86.9393997192,America/Toronto
CYGR,YGR,Iles-de-la-Madeleine Airport,Iles-de-la-Madeleine,CA,47.4247016907,-61.7780990601,America/Halifax
CYGT,YGT,Igloolik Airport,Igloolik,CA,69.3647003174,-81.8161010742,America/Iqaluit
CYGV,YGV,Havre St Pierre Airport,Havre St-Pierre,CA,50.2818984985,-63.6114006042,America/Toronto
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,CA,55.2818984985,-77.765296936,America/Iqaluit
CYGX,YGX,Gillam Airport,Gillam,CA,56.3574981689,-94.7106018066,America/Winnipeg
CYGZ,YGZ,Grise Fiord Airport,Grise Fiord,CA,76.4261016846,-82.9092025757,America/Iqaluit
CYHA,YQC,Quaqtaq Airport,Quaqtaq,CA,61.0463981628,-69.6177978516,America/Iqaluit
CYHB,YHB,Hudson Bay Airport,Hudson Bay,CA,52.8166999817,-102.3109970093,America/Regina
CYHC,CXH,Vancouver Harbour Airport,Vancouver,CA,49.2945,-123.111333,America/Vancouver
CYHD,YHD,Dryden Regional Airport,Dryden,CA,49.8316993713,-92.7442016602,America/Winnipeg
CYHE,YHE,Hope Airport,Hope,CA,49.3683013916,-121.498001099,America/Vancouver
CYHF,YHF,Hearst Rene Fontaine Municipal Airport,Hearst,CA,49.7141990662,-83.6860961914,America/Toronto
CYHH,YNS,Nemiscau Airport,Nemiscau,CA,51.6911010742,-76.135597229,America/Toronto
CYHI,YHI,Ulukhaktok Holman Airport,Ulukhaktok,CA,70.762802124,-117.8059997559,America/Edmonton
CYHK,YHK,Gjoa Haven Airport,Gjoa Haven,CA,68.635597229,-95.8497009277,America/Cambridge_Bay
CYHM,YHM,John C. Munro Hamilton International Airport,Hamilton,CA,43.1735992432,-79.9349975586,America/Toronto
CYHN,YHN,Hornepayne Municipal Airport,Hornepayne,CA,49.1930999756,-84.7589035034,America/Toronto
CYHO,YHO,Hopedale Airport,Hopedale,CA,55.448299408,-60.2285995483,America/Goose_Bay
CYHR,YHR,Chevery Airport,Chevery,CA,50.4688987732,-59.6366996765,America/Blanc-Sablon
CYHT,YHT,Haines Junction Airport,Haines Junction,CA,60.7891998291,-137.546005249,America/Whitehorse
CYHU,YHU,Montreal / Saint-Hubert Airport,Montreal,CA,45.5175018311,-73.4169006348,America/Toronto
CYHY,YHY,Hay River / Merlyn Carter Airport,Hay River,CA,60.8396987915,-115.782997131,America/Edmonton
CYHZ,YHZ,Halifax / Stanfield International Airport,Halifax,CA,44.8807983398,-63.5085983276,America/Halifax
CYIB,YIB,Atikokan Municipal Airport,Atikokan,CA,48.7738990784,-91.6386032104,America/Atikokan
CYID,YDG,Digby / Annapolis Regional Airport,Digby,CA,44.5458450365,-65.7854247093,America/Halifax
CYIF,YIF,St Augustin Airport,St-Augustin,CA,51.2117004395,-58.6582984924,America/Blanc-Sablon
CYIK,YIK,Ivujivik Airport,Ivujivik,CA,62.417301178,-77.9253005981,America/Iqaluit
CYIO,YIO,Pond Inlet Airport,Pond Inlet,CA,72.6832962036,-77.9666976929,America/Iqaluit
CYIV,YIV,Island Lake Airport,Island Lake,CA,53.8572006226,-94.6536026001,America/Winnipeg
CYJA,YJA,Jasper Airport,Jasper,CA,52.9967002869,-118.0589981079,America/Edmonton
CYJF,YJF,Fort Liard Airport,Fort Liard,CA,60.2358016968,-123.46900177,America/Inuvik
CYJM,YJM,Fort St James Airport,Fort St. James,CA,54.3972015381,-124.2630004883,America/Vancouver
CYJN,YJN,St Jean Airport,St Jean,CA,45.2943992615,-73.2810974121,America/Toronto
CYJT,YJT,Stephenville Airport,Stephenville,CA,48.5442008972,-58.5499992371,America/St_Johns
CYKA,YKA,Kamloops Airport,Kamloops,CA,50.7022018433,-120.4440002441,America/Vancouver
CYKC,YKC,Collins Bay Airport,Collins Bay,CA,58.2360992432,-103.6780014038,America/Regina
CYKD,LAK,Aklavik Airport,Aklavik,CA,68.2232971191,-135.0059967041,America/Inuvik
CYKF,YKF,Waterloo Airport,Kitchener,CA,43.4608001709,-80.3786010742,America/Toronto
CYKG,YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA,61.5886001587,-71.929397583,America/Toronto
CYKJ,YKJ,Key Lake Airport,Key Lake,CA,57.2560997009,-105.6179962158,America/Regina
CYKL,YKL,Schefferville Airport,Schefferville,CA,54.8053016663,-66.8052978516,America/Toronto
CYKO,AKV,Akulivik Airport,Akulivik,CA,60.8185997009,-78.1485977173,America/Iqaluit
CYKQ,YKQ,Waskaganish Airport,Waskaganish,CA,51.4733009338,-78.7583007813,America/Iqaluit
CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,CA,48.2103004456,-79.9813995361,America/Toronto
CYKY,YKY,Kindersley Airport,Kindersley,CA,51.5175018311,-109.180999756,America/Swift_Current
CYKZ,YKZ,Buttonville Municipal Airport,Toronto,CA,43.8622016907,-79.3700027466,America/Toronto
CYLA,YPJ,Aupaluk Airport,Aupaluk,CA,59.2966995239,-69.5997009277,America/Toronto
CYLB,YLB,Lac La Biche Airport,Lac La Biche,CA,54.7703018188,-112.0319976807,America/Edmonton
CYLC,YLC,Kimmirut Airport,Kimmirut,CA,62.8499984741,-69.8833007812,America/Iqaluit
CYLD,YLD,Chapleau Airport,Chapleau,CA,47.8199996948,-83.3467025757,America/Toronto
CYLH,YLH,Lansdowne House Airport,Lansdowne House,CA,52.1955986023,-87.9341964722,America/Toronto
CYLJ,YLJ,Meadow Lake Airport,Meadow Lake,CA,54.1253013611,-108.5230026245,America/Swift_Current
CYLK,YSG,Lutselk'e Airport,Lutselk'e,CA,62.4183006287,-110.6819992065,America/Edmonton
CYLL,YLL,Lloydminster Airport,Lloydminster,CA,53.3092002869,-110.0729980469,America/Edmonton
CYLQ,YLQ,La Tuque Airport,La Tuque,CA,47.4096984863,-72.7889022827,America/Toronto
CYLR,YLR,Leaf Rapids Airport,Leaf Rapids,CA,56.5133018494,-99.9852981567,America/Winnipeg
CYLS,YLK,Lake Simcoe Regional Airport,Barrie-Orillia,CA,44.4852981567,-79.5556030273,America/Toronto
CYLT,YLT,Alert Airport,Alert,CA,82.5177993774,-62.2806015015,America/Iqaluit
CYLU,XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA,58.7113990784,-65.9927978516,America/Toronto
CYLW,YLW,Kelowna Airport,Kelowna,CA,49.9561004639,-119.3779983521,America/Vancouver
CYMA,YMA,Mayo Airport,Mayo,CA,63.6164016724,-135.8679962158,America/Whitehorse
CYME,YME,Matane Airport,Matane,CA,48.8568992615,-67.4533004761,America/Toronto
CYMG,YMG,Manitouwadge Airport,Manitouwadge,CA,49.0839004517,-85.8606033325,America/Toronto
CYMH,YMH,Mary's Harbour Airport,Mary's Harbour,CA,52.3027992249,-55.8471984863,America/St_Johns
CYMJ,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA,50.3302993774,-105.5589981079,America/Regina
CYML,YML,Charlevoix Airport,Charlevoix,CA,47.5974998474,-70.2238998413,America/Toronto
CYMM,YMM,Fort McMurray Airport,Fort McMurray,CA,56.653301239,-111.222000122,America/Edmonton
CYMO,YMO,Moosonee Airport,Moosonee,CA,51.2910995483,-80.6078033447,America/Toronto
CYMT,YMT,Chapais Airport,Chibougamau,CA,49.771900177,-74.5280990601,America/Toronto
CYMU,YUD,Umiujaq Airport,Umiujaq,CA,56.5360984802,-76.5183029175,America/Iqaluit
CYMW,YMW,Maniwaki Airport,Maniwaki,CA,46.2728004456,-75.9906005859,America/Toronto
CYMX,YMX,Montreal International (Mirabel) Airport,Montreal,CA,45.6795005798,-74.0386962891,America/Toronto
CYNA,YNA,Natashquan Airport,Natashquan,CA,50.1899986267,-61.7891998291,America/Blanc-Sablon
CYNC,YNC,Wemindji Airport,Wemindji,CA,53.0106010437,-78.8311004639,America/Iqaluit
CYND,YND,Ottawa / Gatineau Airport,Gatineau,CA,45.5217018127,-75.5635986328,America/Toronto
CYNE,YNE,Norway House Airport,Norway House,CA,53.9583015442,-97.8442001343,America/Winnipeg
CYNH,YNH,Hudsons Hope Airport,Hudson's Hope,CA,56.0355987549,-121.9759979248,America/Dawson_Creek
CYNJ,YLY,Langley Airport,Langley,CA,49.1007995605,-122.6309967041,America/Vancouver
CYNL,YNL,Points North Landing Airport,Points North Landing,CA,58.2766990662,-104.0820007324,America/Regina
CYNM,YNM,Matagami Airport,Matagami,CA,49.7616996765,-77.8028030396,America/Toronto
CYNN,YNN,Nejanilini Lake Airport,Nejanilini Lake,CA,59.4874992371,-97.7802963257,America/Winnipeg
CYNR,HZP,Fort Mackay / Horizon Airport,Fort Mackay,CA,57.3816986084,-111.700996399,America/Edmonton
CYOA,YOA,Ekati Airport,Ekati,CA,64.6988983154,-110.614997864,America/Edmonton
CYOC,YOC,Old Crow Airport,Old Crow,CA,67.570602417,-139.8390045166,America/Dawson
CYOD,YOD,CFB Cold Lake,Cold Lake,CA,54.4049987793,-110.2789993286,America/Edmonton
CYOH,YOH,Oxford House Airport,Oxford House,CA,54.9333000183,-95.2789001465,America/Winnipeg
CYOJ,YOJ,High Level Airport,High Level,CA,58.6213989258,-117.1650009155,America/Edmonton
CYOO,YOO,Oshawa Airport,Oshawa,CA,43.9227981567,-78.8949966431,America/Toronto
CYOP,YOP,Rainbow Lake Airport,Rainbow Lake,CA,58.4914016724,-119.4079971313,America/Edmonton
CYOS,YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,CA,44.5903015137,-80.8375015259,America/Toronto
CYOW,YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,45.3224983215,-75.6691970825,America/Toronto
CYPA,YPA,Prince Albert Glass Field,Prince Albert,CA,53.2141990662,-105.672996521,America/Regina
CYPC,YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA,69.3608381154,-124.075469971,America/Inuvik
CYPD,YPS,Port Hawkesbury Airport,Port Hawkesbury,CA,45.6567001343,-61.3680992126,America/Glace_Bay
CYPE,YPE,Peace River Airport,Peace River,CA,56.2268981934,-117.4469985962,America/Edmonton
CYPG,YPG,Southport Airport,Portage,CA,49.9030990601,-98.2739028931,America/Winnipeg
CYPH,YPH,Inukjuak Airport,Inukjuak,CA,58.4719009399,-78.0768966675,America/Toronto
CYPL,YPL,Pickle Lake Airport,Pickle Lake,CA,51.4463996887,-90.2142028809,America/Atikokan
CYPM,YPM,Pikangikum Airport,Pikangikum,CA,51.8196983337,-93.9732971191,America/Winnipeg
CYPN,YPN,Port Menier Airport,Port-Menier,CA,49.8363990784,-64.2885971069,America/Toronto
CYPO,YPO,Peawanuck Airport,Peawanuck,CA,54.9880981445,-85.4432983398,America/Toronto
CYPQ,YPQ,Peterborough Airport,Peterborough,CA,44.2299995422,-78.3632965088,America/Toronto
CYPR,YPR,Prince Rupert Airport,Prince Rupert,CA,54.2860984802,-130.4450073242,America/Vancouver
CYPW,YPW,Powell River Airport,Powell River,CA,49.8342018127,-124.5,America/Vancouver
CYPX,YPX,Puvirnituq Airport,Puvirnituq,CA,60.0505981445,-77.2869033813,America/Iqaluit
CYPY,YPY,Fort Chipewyan Airport,Fort Chipewyan,CA,58.76720047,-111.1169967651,America/Edmonton
CYPZ,YPZ,Burns Lake Airport,Burns Lake,CA,54.3763999939,-125.9509963989,America/Vancouver
CYQA,YQA,Muskoka Airport,Muskoka,CA,44.9747009277,-79.3032989502,America/Toronto
CYQB,YQB,Quebec Jean Lesage International Airport,Quebec,CA,46.7910995483,-71.3933029175,America/Toronto
CYQD,YQD,The Pas Airport,The Pas,CA,53.9714012146,-101.091003418,America/Winnipeg
CYQF,YQF,Red Deer Regional Airport,Red Deer,CA,52.1822013855,-113.8939971924,America/Edmonton
CYQG,YQG,Windsor Airport,Windsor,CA,42.2756004333,-82.9555969238,America/Toronto
CYQH,YQH,Watson Lake Airport,Watson Lake,CA,60.1164016724,-128.8220062256,America/Whitehorse
CYQI,YQI,Yarmouth Airport,Yarmouth,CA,43.8269004822,-66.0880966187,America/Halifax
CYQK,YQK,Kenora Airport,Kenora,CA,49.7882995605,-94.3630981445,America/Winnipeg
CYQL,YQL,Lethbridge County Airport,Lethbridge,CA,49.6302986145,-112.800003052,America/Edmonton
CYQM,YQM,Greater Moncton International Airport,Moncton,CA,46.1122016907,-64.6785964966,America/Moncton
CYQN,YQN,Nakina Airport,Nakina,CA,50.182800293,-86.6964035034,America/Toronto
CYQQ,YQQ,Comox Airport,Comox,CA,49.7108001709,-124.8870010376,America/Vancouver
CYQR,YQR,Regina International Airport,Regina,CA,50.4319000244,-104.6660003662,America/Regina
CYQS,YQS,St Thomas Municipal Airport,St Thomas,CA,42.7700004578,-81.1108016968,America/Toronto
CYQT,YQT,Thunder Bay Airport,Thunder Bay,CA,48.3718986511,-89.3238983154,America/Toronto
CYQU,YQU,Grande Prairie Airport,Grande Prairie,CA,55.1796989441,-118.885002136,America/Edmonton
CYQV,YQV,Yorkton Municipal Airport,Yorkton,CA,51.2647018433,-102.4619979858,America/Regina
CYQW,YQW,North Battleford Airport,North Battleford,CA,52.7691993713,-108.2440032959,America/Swift_Current
CYQX,YQX,Gander International Airport,Gander,CA,48.9369010925,-54.5680999756,America/St_Johns
CYQY,YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,46.1613998413,-60.0477981567,America/Glace_Bay
CYQZ,YQZ,Quesnel Airport,Quesnel,CA,53.0261001587,-122.5100021362,America/Vancouver
CYRA,YRA,Rae Lakes Airport,Gameti,CA,64.1160964966,-117.3099975586,America/Edmonton
CYRB,YRB,Resolute Bay Airport,Resolute Bay,CA,74.7169036865,-94.9693984985,America/Resolute
CYRI,YRI,Riviere-du-Loup Airport,Riviere-du-Loup,CA,47.7644004822,-69.5847015381,America/Toronto
CYRJ,YRJ,Roberval Airport,Roberval,CA,48.5200004578,-72.2656021118,America/Toronto
CYRL,YRL,Red Lake Airport,Red Lake,CA,51.0668983459,-93.7930984497,America/Winnipeg
CYRM,YRM,Rocky Mountain House Airport,Rocky Mountain House,CA,52.4296989441,-114.9039993286,America/Edmonton
CYRO,YRO,Ottawa / Rockcliffe Airport,Ottawa,CA,45.4603004456,-75.6461029053,America/Toronto
CYRP,YRP,Ottawa / Carp Airport,Carp,CA,45.3191986084,-76.0222015381,America/Toronto
CYRQ,YRQ,Trois-Rivieres Airport,Trois-Rivieres,CA,46.3527984619,-72.679397583,America/Toronto
CYRS,YRS,Red Sucker Lake Airport,Red Sucker Lake,CA,54.1671981812,-93.5571975708,America/Winnipeg
CYRT,YRT,Rankin Inlet Airport,Rankin Inlet,CA,62.8114013672,-92.1157989502,America/Rankin_Inlet
CYRV,YRV,Revelstoke Airport,Revelstoke,CA,50.9667015076,-118.182998657,America/Vancouver
CYSB,YSB,Sudbury Airport,Sudbury,CA,46.625,-80.7988967896,America/Toronto
CYSC,YSC,Sherbrooke Airport,Sherbrooke,CA,45.4385986328,-71.6913986206,America/Toronto
CYSE,YSE,Squamish Airport,Squamish,CA,49.7817001343,-123.1620025635,America/Vancouver
CYSF,YSF,Stony Rapids Airport,Stony Rapids,CA,59.2503013611,-105.841003418,America/Regina
CYSH,YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,44.9458007813,-75.9405975342,America/Toronto
CYSJ,YSJ,Saint John Airport,Saint John,CA,45.3161010742,-65.890296936,America/Moncton
CYSK,YSK,Sanikiluaq Airport,Sanikiluaq,CA,56.5377998352,-79.2466964722,America/Iqaluit
CYSL,YSL,St Leonard Airport,St Leonard,CA,47.1575012207,-67.8347015381,America/Moncton
CYSM,YSM,Fort Smith Airport,Fort Smith,CA,60.0203018188,-111.9619979858,America/Edmonton
CYSN,YCM,Niagara District Airport,St Catharines,CA,43.1916999817,-79.1716995239,America/Toronto
CYSP,YSP,Marathon Airport,Marathon,CA,48.7552986145,-86.3443984985,America/Toronto
CYST,YST,St. Theresa Point Airport,St. Theresa Point,CA,53.8456001282,-94.8518981934,America/Winnipeg
CYSU,YSU,Summerside Airport,Summerside,CA,46.4406013489,-63.8335990906,America/Halifax
CYSY,YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA,71.9938964844,-125.242996216,America/Inuvik
CYTA,YTA,Pembroke Airport,Pembroke,CA,45.8643989563,-77.251701355,America/Toronto
CYTE,YTE,Cape Dorset Airport,Cape Dorset,CA,64.2300033569,-76.5267028809,America/Iqaluit
CYTF,YTF,Alma Airport,Alma,CA,48.5088996887,-71.6418991089,America/Toronto
CYTH,YTH,Thompson Airport,Thompson,CA,55.8011016846,-97.8641967773,America/Winnipeg
CYTL,YTL,Big Trout Lake Airport,Big Trout Lake,CA,53.8177986145,-89.8968963623,America/Winnipeg
CYTQ,YTQ,Tasiujaq Airport,Tasiujaq,CA,58.6678009033,-69.9558029175,America/Toronto
CYTR,YTR,CFB Trenton,Trenton,CA,44.1189002991,-77.5280990601,America/Toronto
CYTS,YTS,Timmins/Victor M. Power,Timmins,CA,48.5696983337,-81.376701355,America/Toronto
CYTZ,YTZ,Billy Bishop Toronto City Centre Airport,Toronto,CA,43.6274986267,-79.3962020874,America/Toronto
CYUB,YUB,Tuktoyaktuk Airport,Tuktoyaktuk,CA,69.4332962036,-133.0260009766,America/Inuvik
CYUL,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,CA,45.4706001282,-73.7407989502,America/Toronto
CYUT,YUT,Repulse Bay Airport,Repulse Bay,CA,66.5214004517,-86.2247009277,America/Rankin_Inlet
CYUX,YUX,Hall Beach Airport,Hall Beach,CA,68.7761001587,-81.243598938,America/Iqaluit
CYUY,YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,48.2061004639,-78.8356018066,America/Toronto
CYVB,YVB,Bonaventure Airport,Bonaventure,CA,48.0710983276,-65.4602966309,America/Toronto
CYVC,YVC,La Ronge Airport,La Ronge,CA,55.1514015198,-105.2620010376,America/Regina
CYVG,YVG,Vermilion Airport,Vermilion,CA,53.3558006287,-110.8239974976,America/Edmonton
CYVK,YVE,Vernon Airport,Vernon,CA,50.2481002808,-119.3310012817,America/Vancouver
CYVM,YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,CA,67.5457992554,-64.0314025879,America/Iqaluit
CYVO,YVO,Val-d'Or Airport,Val-d'Or,CA,48.0532989502,-77.7827987671,America/Toronto
CYVP,YVP,Kuujjuaq Airport,Kuujjuaq,CA,58.0960998535,-68.426902771,America/Toronto
CYVQ,YVQ,Norman Wells Airport,Norman Wells,CA,65.2816009521,-126.797996521,America/Inuvik
CYVR,YVR,Vancouver International Airport,Vancouver,CA,49.193901062,-123.1839981079,America/Vancouver
CYVT,YVT,Buffalo Narrows Airport,Buffalo Narrows,CA,55.8418998718,-108.417999268,America/Swift_Current
CYVV,YVV,Wiarton Airport,Wiarton,CA,44.7458000183,-81.1072006226,America/Toronto
CYVZ,YVZ,Deer Lake Airport,Deer Lake,CA,52.6557998657,-94.0614013672,America/Winnipeg
CYWA,YWA,Petawawa Airport,Petawawa,CA,45.9522018433,-77.3191986084,America/Toronto
CYWE,YFJ,Wekweeti Airport,Wekweeti,CA,64.1908035278,-114.077003479,America/Edmonton
CYWG,YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,49.9099998474,-97.2398986816,America/Winnipeg
CYWH,YWH,Victoria Inner Harbour Airport,Victoria,CA,48.422833,-123.3875,America/Vancouver
CYWJ,YWJ,Deline Airport,Deline,CA,65.2110977173,-123.4359970093,America/Inuvik
CYWK,YWK,Wabush Airport,Wabush,CA,52.9219017029,-66.864402771,America/Goose_Bay
CYWL,YWL,Williams Lake Airport,Williams Lake,CA,52.1831016541,-122.0540008545,America/Vancouver
